fips,geo_name,state_abb,type,population_2020,n,lng,lat
34017,hudson,NJ,County,724854,105,-74.07753388,40.73476975
53053,pierce,WA,County,921130,105,-122.1122121,47.02680625
06083,santa barbara,CA,County,448229,104,-120.0150919,34.67142103
34033,salem,NJ,County,64837,104,-75.34910669,39.58787069
47093,knox,TN,County,478971,104,-83.93759106,35.99332876
26005,allegan,MI,County,120502,103,-85.88845897,42.59147142
20091,johnson,KS,County,609863,102,-94.82256945,38.88370015
06089,shasta,CA,County,182155,101,-122.0409443,40.76391106
29099,jefferson,MO,County,226739,101,-90.53780688,38.26079127
45007,anderson,SC,County,203718,101,-82.63793115,34.5189668
48113,dallas,TX,County,2613539,101,-96.77788947,32.76665041
06065,riverside,CA,County,2418185,100,-115.9939021,33.74329781
24027,howard,MD,County,332317,100,-76.93099926,39.25078653
55087,outagamie,WI,County,190705,100,-88.46565023,44.41578887
06019,fresno,CA,County,1008654,99,-119.6506833,36.75807672
06107,tulare,CA,County,473117,99,-118.8004216,36.22081997
06115,yuba,CA,County,81575,99,-121.3508296,39.26930746
18003,allen,IN,County,385410,99,-85.06652248,41.0912565
27053,hennepin,MN,County,1281565,99,-93.47715121,45.00479678
36109,tompkins,NY,County,105740,99,-76.47381763,42.45222263
51013,arlington,VA,County,238643,99,-77.10098204,38.87844605
04019,pima,AZ,County,1043433,98,-111.7896381,32.09723099
18163,vanderburgh,IN,County,180136,98,-87.58559945,38.02551429
34035,somerset,NJ,County,345361,97,-74.61645904,40.56375707
42079,luzerne,PA,County,325594,97,-75.98893638,41.17686973
37191,wayne,NC,County,117333,95,-78.00407767,35.36389637
45013,beaufort,SC,County,187117,95,-80.73004378,32.3853684
06057,nevada,CA,County,102241,94,-120.7682923,39.30150048
37001,alamance,NC,County,171415,94,-79.39913194,36.04378576
45045,greenville,SC,County,525534,94,-82.37063974,34.89387815
04013,maricopa,AZ,County,4420568,93,-112.4908888,33.34875974
24043,washington,MD,County,154705,93,-77.81329014,39.60413752
18057,hamilton,IN,County,347467,92,-86.05184193,40.07229856
18157,tippecanoe,IN,County,186251,92,-86.89407624,40.38871167
26093,"livingston, michigan",MI,County,193866,91,-83.9117077,42.60389287
42049,erie,PA,County,270876,91,-80.03257439,41.9921752
06055,napa,CA,County,138019,90,-122.3306328,38.5065458
06067,sacramento,CA,County,1585055,90,-121.3445212,38.44881725
35001,bernalillo,NM,County,676444,90,-106.6705759,35.05121905
37067,forsyth,NC,County,382590,90,-80.25626566,36.13057844
06013,contra costa,CA,County,1165927,89,-121.9281273,37.91933375
08005,arapahoe,CO,County,655070,89,-104.3385011,39.649919
48029,bexar,TX,County,2009324,89,-98.52016013,29.44911665
24017,charles,MD,County,166617,88,-76.9921999,38.50706766
48201,harris,TX,County,4731145,88,-95.39302715,29.85748873
06041,marin,CA,County,262321,87,-122.7234103,38.07351203
06047,merced,CA,County,281202,87,-120.7175058,37.19189197
06095,solano,CA,County,453491,87,-121.9331593,38.27025048
48439,tarrant,TX,County,2110640,87,-97.29099289,32.77145377
06001,alameda,CA,County,1682353,86,-121.888612,37.64642367
06061,placer,CA,County,404739,86,-120.717846,39.06347097
06081,san mateo,CA,County,764442,86,-122.328899,37.42298018
22103,st. tammany,LA,County,264570,86,-89.95737111,30.40987792
51087,henrico,VA,County,334389,86,-77.40505652,37.53796421
06103,tehama,CA,County,65829,85,-122.2338547,40.12559985
06111,ventura,CA,County,843843,85,-119.0848457,34.45474678
06031,kings,CA,County,152486,84,-119.8151995,36.07520008
06099,stanislaus,CA,County,552878,83,-120.9979524,37.55851635
12097,osceola,FL,County,388656,83,-81.14924253,28.06245875
39061,hamilton,OH,County,830639,83,-84.54309843,39.19557749
42045,delaware,PA,County,576830,83,-75.39915513,39.9166501
55101,racine,WI,County,197727,83,-88.06111861,42.74731284
08041,el paso,CO,County,730395,82,-104.5257538,38.83242336
13135,gwinnett,GA,County,957062,82,-84.024007460000007,33.9614268
45015,berkeley,SC,County,229861,82,-79.95087397,33.19764043
06101,sutter,CA,County,99633,81,-121.6946189,39.03464654
51041,chesterfield,VA,County,364548,81,-77.58654268,37.37880418
13051,chatham,GA,County,295291,80,-81.13247732,32.00445256
24015,cecil,MD,County,103725,80,-75.94133759,39.57067423
24021,frederick,MD,County,271717,80,-77.3978074,39.4720692
37051,cumberland,NC,County,334728,80,-78.82718356,35.04887721
48039,brazoria,TX,County,372031,80,-95.45158629,29.18949785
08001,adams,CO,County,519572,79,-104.3375808,39.87357077
12071,lee,FL,County,760822,78,-81.84068841,26.57801557
37025,cabarrus,NC,County,225804,78,-80.55133048,35.38756942
45051,horry,SC,County,351029,78,-78.99657939,33.92139357
48209,hays,TX,County,241067,78,-98.03105783,30.05810528
53063,spokane,WA,County,539339,78,-117.4039405,47.62077953
19013,black hawk,IA,County,131144,77,-92.30867416,42.47009403
26017,bay,MI,County,103856,77,-83.99005144,43.70716549
35061,valencia,NM,County,76205,77,-106.8090108,34.71536166
37035,catawba,NC,County,160610,77,-81.21481079,35.66260115
51003,albemarle,VA,County,112395,77,-78.55661903,38.02273165
39049,franklin,OH,County,1323807,76,-83.0091231,39.96927249
45091,york,SC,County,282090,76,-81.18407852,34.9746458
08013,boulder,CO,County,330758,75,-105.3574574,40.09241482
13151,henry,GA,County,240712,75,-84.15307775,33.45278905
19113,linn,IA,County,230299,75,-91.59809485,42.07923082
29077,greene,MO,County,298915,75,-93.34188307,37.25758647
31055,douglas,NE,County,584526,75,-96.15494428,41.29533784
45085,sumter,SC,County,105556,75,-80.38227873,33.91600797
12103,pinellas,FL,County,959107,74,-82.73164012,27.92895178
17093,kendall,IL,County,131869,74,-88.42879892,41.59088826
17099,lasalle,IL,County,109658,74,-88.88623869,41.34406943
24047,worcester,MD,County,52460,74,-75.33389427,38.212837
06113,yolo,CA,County,216403,73,-121.9015118,38.68648941
10005,sussex,DE,County,237378,72,-75.38998106,38.66089142
24037,st. mary's,MD,County,113777,71,-76.60613989,38.3016848
17091,kankakee,IL,County,107502,70,-87.86189197,41.13747976
22017,caddo,LA,County,237848,70,-93.88236667,32.5802177
19103,johnson,IA,County,152854,69,-91.58679259,41.67150873
12127,volusia,FL,County,553543,68,-81.18197434,29.05852431
37085,harnett,NC,County,133568,68,-78.86964365,35.368729
47165,sumner,TN,County,196281,68,-86.46074089,36.46938867
53011,clark,WA,County,503311,68,-122.4823115,45.77919832
08077,mesa,CO,County,155703,67,-108.4664844,39.01825229
35043,sandoval,NM,County,148834,67,-106.8658272,35.68909544
39093,lorain,OH,County,312964,67,-82.1511144,41.29557931
39113,montgomery,OH,County,537309,67,-84.29037841,39.75442102
39151,stark,OH,County,374853,67,-81.36571811,40.8138382
12009,brevard,FL,County,606612,66,-80.73218698,28.29324349
12101,pasco,FL,County,561891,66,-82.3964731,28.30833195
35045,san juan,NM,County,121661,66,-108.3206012,36.50824605
47187,williamson,TN,County,247726,66,-86.89830897,35.89405608
48491,williamson,TX,County,609017,66,-97.60120361,30.64812769
08031,denver,CO,County,715522,65,-104.8760248,39.76129114
13117,forsyth,GA,County,251283,65,-84.12468922,34.2256545
18091,laporte,IN,County,112417,65,-86.74045399,41.5459356
18127,porter,IN,County,173215,65,-87.06793187,41.46066332
34009,cape may,NJ,County,95263,65,-74.80053334,39.14901203
39133,portage,OH,County,161791,65,-81.19736816,41.16790847
53067,thurston,WA,County,294793,65,-122.8330654,46.92672896
37159,rowan,NC,County,146875,64,-80.52501519,35.64030608
48303,lubbock,TX,County,310639,64,-101.8204789,33.61008596
48339,montgomery,TX,County,620443,64,-95.50331613,30.30019889
13063,clayton,GA,County,297595,63,-84.35751271,33.54043935
48355,nueces,TX,County,353178,63,-97.61091925,27.72543779
20173,sedgwick,KS,County,523824,62,-97.46083703,37.68448116
37129,new hanover,NC,County,225702,62,-77.88474375,34.2322858
42017,bucks,PA,County,646538,62,-75.10684724,40.33694355
45035,dorchester,SC,County,161540,62,-80.40502258,33.07948049
45077,pickens,SC,County,131404,62,-82.72522047,34.88795956
42091,montgomery,PA,County,856553,61,-75.36722689,40.21085251
47065,hamilton,TN,County,366207,61,-85.1644476,35.18133492
05143,washington,AR,County,245871,60,-94.21571712,35.97899668
13113,fayette,GA,County,119194,60,-84.49428463,33.41303536
18035,delaware,IN,County,111903,60,-85.39732772,40.22787247
22055,lafayette,NA,County,241753,60,-92.0636004,30.20738593
39007,ashtabula,OH,County,97574,60,-80.74863402,41.70753004
39173,wood,OH,County,132248,60,-83.62311366,41.36160162
17115,macon,IL,County,103998,59,-88.96174804,39.85999062
18105,monroe,IN,County,139718,59,-86.52334305,39.16100464
39017,butler,OH,County,390357,59,-84.57607723,39.43897921
39041,delaware,OH,County,214124,59,-83.00450275,40.27841348
42029,chester,PA,County,534413,59,-75.74843926,39.97329798
34041,warren,NJ,County,109632,58,-74.99647914,40.85746195
48041,brazos,TX,County,233849,58,-96.30208322,30.66074221
24009,calvert,MD,County,92783,57,-76.56882392,38.5437742
45063,lexington,SC,County,293991,57,-81.27229853,33.90217281
48141,el paso,TX,County,865657,57,-106.2352418,31.76884214
48157,fort bend,TX,County,822779,57,-95.77093789,29.52747353
01073,jefferson,AL,County,674721,56,-86.89657084,33.5543433
18089,lake,IN,County,498700,56,-87.38221633,41.41685156
29510,st. louis city,MO,County,301578,56,-90.24484413,38.63654694
35005,chaves,NM,County,65157,56,-104.4668372,33.36323485
37097,iredell,NC,County,186693,56,-80.87332588,35.8068797
45003,aiken,SC,County,168808,56,-81.63493042,33.544095
48167,galveston,TX,County,350682,56,-94.95985195,29.3895025
04021,pinal,AZ,County,425264,55,-111.34488,32.90415087
33011,hillsborough,NH,County,422937,55,-71.71602867,42.9153307
37135,orange,NC,County,148696,55,-79.12071407,36.06127743
42085,mercer,PA,County,110652,55,-80.25773634,41.30228665
49057,weber,UT,County,262223,55,-111.9127797,41.27005573
53005,benton,WA,County,206873,54,-119.5113335,46.23976031
08059,jefferson,CO,County,582910,53,-105.2504738,39.58646067
08101,pueblo,CO,County,168162,53,-104.5124892,38.17377693
12021,collier,FL,County,375752,53,-81.34769003,26.11069361
12117,seminole,FL,County,470856,53,-81.23634611,28.71682625
13067,cobb,GA,County,766149,53,-84.57652963,33.94183776
35025,lea,NM,County,74455,53,-103.4124539,32.79215735
41047,marion,OR,County,345920,53,-122.5849114,44.90322354
42007,beaver,PA,County,168215,53,-80.34928676,40.68241496
53057,skagit,WA,County,129523,53,-121.7319234,48.47967845
13073,columbia,GA,County,156010,52,-82.26371951,33.54404762
19153,polk,IA,County,492401,52,-93.57365396,41.68547042
41039,lane,OR,County,382971,52,-122.8473327,43.93889441
42071,lancaster,PA,County,552984,52,-76.24786695,40.04261494
48121,denton,TX,County,906422,52,-97.11685878,33.20528167
24013,carroll,MD,County,172891,51,-77.02256972,39.56320174
27123,ramsey,MN,County,552352,51,-93.09987304,45.01747232
42089,monroe,PA,County,168327,51,-75.33930212,41.05812363
55009,brown,WI,County,268740,51,-88.00366602,44.452501
20045,douglas,KS,County,118785,50,-95.29263542,38.88451412
24001,allegany,MD,County,68106,50,-78.69871136,39.62117263
24510,baltimore,MD,County,585708,50,-76.61440436,39.30522045
25023,plymouth,MA,County,530819,50,-70.81296132,41.95331777
39057,greene,OH,County,167966,50,-83.88969073,39.69132786
39095,lucas,OH,County,431279,50,-83.65545282,41.62064794
48381,randall,TX,County,140753,50,-101.8971322,34.96585996
49011,davis,UT,County,362679,50,-112.1116607,40.99072955
53077,yakima,WA,County,256728,50,-120.7387387,46.45687521
04027,yuma,AZ,County,203881,49,-113.9058099,32.76933672
08035,douglas,CO,County,357978,49,-104.92921,39.32970828
29047,clay,MO,County,253335,49,-94.42122576,39.31045251
42011,berks,PA,County,428849,49,-75.92604322,40.41644424
08069,larimer,CO,County,359066,48,-105.4615545,40.6665145
12111,st. lucie,FL,County,329226,48,-80.47111892,27.377528
39025,clermont,OH,County,208601,48,-84.15193439,39.04742036
39089,licking,OH,County,178519,48,-82.48290477,40.09170112
42069,lackawanna,PA,County,215896,48,-75.60919397,41.43666224
49005,cache,UT,County,133154,48,-111.743741,41.72255404
53035,kitsap,WA,County,275611,48,-122.6734022,47.61342417
04005,coconino,AZ,County,145101,47,-111.7705493,35.83875351
12109,st. johns,FL,County,273425,47,-81.4405388,29.90168542
26055,grand traverse,MI,County,95238,47,-85.56013503,44.66916098
26115,monroe,MI,County,154809,47,-83.53769332,41.92832154
39023,clark,OH,County,136001,47,-83.78354054,39.91660044
46099,minnehaha,SD,County,197214,47,-96.7914546,43.67413367
48085,collin,TX,County,1064465,47,-96.57266803,33.18822716
49049,utah,UT,County,659399,47,-111.670284,40.11980262
53015,cowlitz,WA,County,110730,47,-122.6802732,46.19321499
42027,centre,PA,County,158172,46,-77.81986792,40.91933775
42043,dauphin,PA,County,286401,46,-76.77925448,40.41555232
42129,westmoreland,PA,County,354663,46,-79.46732917,40.31090839
51179,stafford,VA,County,156927,46,-77.45796206,38.4206167
12015,charlotte,FL,County,186847,45,-81.91185513,26.90579274
16055,kootenai,ID,County,171362,45,-116.7000308,47.6744641
37155,robeson,NC,County,116530,45,-79.10352623,34.64028878
39003,allen,OH,County,102206,45,-84.10584177,40.77151716
39045,fairfield,OH,County,158921,45,-82.63064275,39.75164711
27003,anoka,MN,County,363887,44,-93.24708307,45.27314304
41005,clackamas,OR,County,421401,44,-122.2205544,45.18820387
42051,fayette,PA,County,128804,44,-79.64746996,39.91984935
42107,schuylkill,PA,County,143049,44,-76.21642765,40.70586881
48027,bell,TX,County,370647,44,-97.47823134,31.03762665
53073,whatcom,WA,County,226847,44,-121.7209525,48.82595321
12005,bay,FL,County,175216,43,-85.62005473,30.26520819
20177,shawnee,KS,County,178909,43,-95.75652721,39.04138192
25021,norfolk,MA,County,725981,43,-71.20690516,42.1624614
29019,boone,MO,County,183610,43,-92.30983436,38.99091068
35049,santa fe,NM,County,154823,43,-105.9759986,35.50670942
36045,jefferson,NY,County,116721,43,-75.93125006,44.04796973
37057,davidson,NC,County,168930,43,-80.21253309,35.79311799
40027,cleveland,OK,County,295528,43,-97.3267069,35.20346872
42075,lebanon,PA,County,143257,43,-76.45759104,40.36716938
42133,york,PA,County,456438,43,-76.72634152,39.92001283
45083,spartanburg,SC,County,327997,43,-81.99110742,34.93148726
01103,morgan,AL,County,123421,42,-86.85325062,34.45331009
12001,aluacha,FL,County,278468,42,-82.35823348,29.67497355
12033,escambia,FL,County,321905,42,-87.36273986,30.66830369
13045,carroll,GA,County,119148,42,-85.07980892,33.58246933
35031,mckinley,NM,County,72902,42,-108.2616781,35.58040415
37101,johnston,NC,County,215999,42,-78.36537336,35.51761602
48091,comal,TX,County,161501,42,-98.2785174,29.80840142
48309,mclennan,TX,County,260579,42,-97.20199931,31.5524976
12053,hernando,FL,County,194515,41,-82.42535431,28.55404893
13057,cherokee,GA,County,266620,41,-84.47621286,34.24473392
18081,johnson,IN,County,161765,41,-86.10174496,39.4899568
25005,bristol,MA,County,579200,41,-71.11419448,41.79709525
35035,otero,NM,County,67839,41,-105.7417441,32.61323163
39103,medina,OH,County,182470,41,-81.899862100000007,41.11770589
41017,deschutes,OR,County,198253,41,-121.227881,43.91469217
42013,blair,PA,County,122822,41,-78.34882696,40.48075545
04025,yavapai,AZ,County,236209,40,-112.5538467,34.59969928
18063,hendricks,IN,County,174788,40,-86.50994544,39.76986908
37133,onslow,NC,County,204576,40,-77.42736897,34.72975141
39155,trumbull,OH,County,201977,40,-80.76110735,41.31734436
01003,baldwin,AL,County,231767,39,-87.72274477,30.72782468
12017,citrus,FL,County,153843,39,-82.47793438,28.84873662
12073,leon,FL,County,292198,39,-84.27761309,30.45806493
16001,ada,ID,County,494967,38,-116.241035,43.45084054
27137,st. louis,MN,County,200231,38,-92.46951183,47.60334656
39165,warren,OH,County,242337,38,-84.16728624,39.42735056
41029,jackson,OR,County,223259,38,-122.728377,42.43216537
41043,linn,OR,County,128610,38,-122.5341835,44.48880768
04001,apache,AZ,County,66021,37,-109.488754,35.39559896
12069,lake,FL,County,383956,37,-81.71135257,28.76121706
23005,cumberland,ME,County,303069,37,-70.37661287,43.83897334
27037,dakota,MN,County,439882,37,-93.06556878,44.67245057
39099,mahoning,OH,County,228614,37,-80.7763711,41.01467607
04015,mohave,AZ,County,213267,36,-113.7581706,35.70456821
18095,madison,IN,County,130129,36,-85.71947571,40.16126825
23001,androscoggin,ME,County,111139,36,-70.20524042,44.16543634
27109,olmsted,MN,County,162847,36,-92.40209709,44.00380771
13153,houston,GA,County,163633,35,-83.66625831,32.45919716
18019,clark,IN,County,121093,35,-85.70765032,38.47743705
22045,iberia parish,LA,County,69929,35,-91.73103405,29.89484111
25017,middlesex,MA,County,1632002,35,-71.392621020000007,42.48584344
37049,craven,NC,County,100720,35,-77.09255683,35.12343918
42125,washington,PA,County,209349,35,-80.24855447,40.18935898
04017,navajo,AZ,County,106717,34,-110.3213121,35.39960537
19193,woodbury,IA,County,105941,34,-96.04432637,42.38966116
35013,dona ana,NM,County,219561,34,-106.8330858,32.35265229
37019,brunswick,NC,County,136693,34,-78.23791614,34.07037851
48061,cameron,TX,County,421017,34,-97.51397873,26.13427178
48245,jefferson,TX,County,256526,34,-94.16307113,29.88337578
12001,alachua,FL,County,278468,33,-82.35823348,29.67497355
13223,paulding,GA,County,168661,33,-84.86736714,33.92082846
27163,washington,MN,County,267568,33,-92.88374367,45.03911139
37063,durham,NC,County,324833,33,-78.87606872,36.03605321
37179,union,NC,County,238267,33,-80.53061478,34.98836835
42097,northumberland,PA,County,91647,33,-76.70893391,40.85142483
08037,eagle,NA,County,55731,32,-106.6953848,39.62801893
12081,manatee,FL,County,399710,32,-82.31571914,27.47189899
18141,st. joseph,IN,County,272912,32,-86.29001543,41.61670349
22105,tangipahoa parish,LA,County,133157,32,-90.40542519,30.62688036
27171,wright,MN,County,141337,32,-93.96334763,45.1738141
39085,lake,OH,County,232603,32,-81.23712921,41.69689265
12083,marion,FL,County,375908,31,-82.05662463,29.21028272
23031,york,ME,County,211972,31,-70.7143165,43.47829059
26037,clinton,MI,County,79128,31,-84.60138451,42.9439517
27141,sherburne,MN,County,97183,31,-93.77496918,45.44403172
39029,columbiana,OH,County,101877,31,-80.77709087,40.76853311
39169,wayne,OH,County,116894,31,-81.88780787,40.82926705
48139,ellis,TX,County,192455,31,-96.79470819,32.34880007
12061,indian river,FL,County,159788,30,-80.60559316,27.69396994
12115,sarasota,FL,County,434006,30,-82.33141981,27.18432942
24005,baltimore city,MD,County,854535,30,-76.63603021,39.4596552
25009,essex,MA,County,809829,30,-70.9515844,42.67174524
42103,pike,PA,County,58535,30,-75.03337176,41.33189163
04003,cochise,AZ,County,125447,29,-109.7510129,31.87959362
08067,la plata,NA,County,55638,29,-107.843327,37.28655123
16027,canyon,ID,County,231105,29,-116.7092162,43.6251769
22057,lafourche parish,LA,County,97557,29,-90.41865517,29.55797842
25001,barnstable,MA,County,228996,29,-70.2898624,41.7232979
27145,stearns,MN,County,158292,29,-94.61299658,45.55199481
37151,randolph,NC,County,144171,29,-79.8058818,35.71023333
42019,butler,PA,County,193763,29,-79.91342345,40.91176277
53045,mason,WA,County,65726,29,-123.1920342,47.34793175
05007,benton,AR,County,284333,28,-94.25598718,36.33873798
08045,garfield,NA,County,61685,28,-107.9036205,39.59941978
18039,elkhart,IN,County,207047,28,-85.85885682,41.59771704
22063,livingston parish,LA,County,142282,28,-90.72765311,30.44023061
22109,terrebonne parish,LA,County,109580,28,-90.86454347,29.40922061
39109,miami,OH,County,108774,28,-84.22868895,40.05414393
42037,columbia,PA,County,64727,28,-76.4051503,41.04903639
51177,spotsylvania,VA,County,140032,28,-77.65615344,38.18453467
01097,mobile,AL,County,414809,27,-88.20659057,30.77909854
12105,polk,FL,County,725046,27,-81.69711072,27.94872638
25025,suffolk,MA,County,797936,27,-71.07033478,42.33340065
25027,worcester,MA,County,862111,27,-71.90780992,42.35111931
27139,scott,MN,County,150928,27,-93.53696693,44.64850008
48181,grayson,TX,County,135543,27,-96.67774905,33.62702927
01101,montgomery,AL,County,228954,26,-86.20787706,32.22089414
01117,shelby,AL,County,223024,26,-86.66137476,33.26405258
13059,clarke,GA,County,128671,26,-83.36755873,33.95097841
22097,st. landry parish,LA,County,82540,26,-92.00579532,30.59908084
04007,gila,AZ,County,53272,25,-110.8119677,33.79996932
37089,henderson,NC,County,116281,25,-82.48021492,35.33655768
42025,carbon,PA,County,64749,25,-75.70851105,40.91846484
42041,cumberland,PA,County,259469,25,-77.26523042,40.16350914
48329,midland,TX,County,169983,25,-102.0315682,31.86904128
01089,madison,AL,County,388153,24,-86.55056927,34.76292257
12019,clay,FL,County,218245,24,-81.85783045,29.98317912
27019,carver,MN,County,106922,24,-93.8027205,44.82089558
50007,chittenden,VT,County,168323,24,-73.08101275,44.46109238
13217,newton,GA,County,112483,23,-83.85005873,33.55492575
22089,st. charles parish,LA,County,52549,23,-90.35781296,29.90559494
22099,st. martin parish,LA,County,51767,23,-91.60785079,30.12930997
31109,lancaster,NE,County,322608,23,-96.68776297,40.78416865
41067,washington,OR,County,600372,23,-123.0985728,45.55989124
42021,cambria,PA,County,133472,23,-78.71388554,40.49518786
02020,anchorage,AK,County,291247,22,-149.1118883,61.15068906
31153,sarpy,NE,County,190604,22,-96.11218009,41.11287068
34019,hunterdon,NJ,County,128947,22,-74.91261058,40.56697742
36093,schenectady,NY,County,158061,22,-74.05833636,42.81832249
39139,richland,OH,County,124936,22,-82.53676639,40.77482478
48187,guadalupe,TX,County,172706,22,-97.9484645,29.58321407
53009,clallam,WA,County,77155,22,-123.9277111,48.04911666
01125,tuscaloosa,AL,County,227036,21,-87.52558359,33.28952146
25003,berkshire,MA,County,129026,21,-73.2062907,42.37045737
29071,franklin,MO,County,104682,21,-91.07489027,38.4111314
42015,bradford,PA,County,59967,21,-76.515651,41.78867556
48423,smith,TX,County,233479,21,-95.26908279,32.37521162
12086,martin,FL,County,2701767,20,-80.55914415,25.61511557
16019,bonneville,ID,County,123964,20,-111.6147928,43.38792191
23011,kennebec,ME,County,123642,20,-69.76757384,44.40901704
40109,oklahoma,OK,County,796292,20,-97.4075036,35.55141319
50021,rutland,VT,County,60572,20,-73.03669897,43.57983752
51067,franklin,VA,County,54477,20,-79.88106371,36.99189661
51740,portsmouth city,VA,County,97915,20,-76.35396761,36.84646209
53025,grant,WA,County,99123,20,-119.4513964,47.20582642
01081,lee,AL,County,174241,19,-85.35522451,32.60106116
12031,duval,FL,County,995567,19,-81.67063889,30.33214142
13115,floyd,GA,County,98584,19,-85.21440801,34.26315113
22073,ouachita parish,LA,County,160368,19,-92.15486108,32.47822702
25013,hampden,MA,County,465825,19,-72.63119338,42.13509064
47011,bradley,TN,County,108620,19,-84.85962176,35.15369028
51760,richmond city,VA,County,226610,19,-77.47493293,37.53041663
53021,franklin,WA,County,96749,19,-118.8984754,46.5350455
53027,grays harbor,WA,County,75636,19,-123.773048,47.14971004
53041,lewis,WA,County,82149,19,-122.3933441,46.57770709
53071,walla walla,WA,County,62584,19,-118.4785331,46.22968278
12035,flagler,FL,County,115378,18,-81.31358003,29.46163468
13021,bibb,GA,County,157346,18,-83.69682554,32.80691473
13097,douglas,GA,County,144237,18,-84.76851394,33.7021135
13185,lowndes,GA,County,118251,18,-83.26738819,30.83391096
30111,yellowstone,MT,County,164731,18,-108.2742553,45.93715306
33005,cheshire,NH,County,76458,18,-72.25111371,42.91955278
33015,rockingham,NH,County,314176,18,-71.12556353,42.98749699
38017,cass,ND,County,184525,18,-97.24822334,46.93292237
42001,adams,PA,County,103852,18,-77.21807609,39.87146641
48183,gregg,TX,County,124239,18,-94.81675582,32.4801034
48215,hidalgo,TX,County,870781,18,-98.18144326,26.39667226
48451,tom green,TX,County,120003,18,-100.4624522,31.40455473
50023,washington,VT,County,59807,18,-72.61502314,44.27309445
51047,culpeper,VA,County,52552,18,-77.95541958,38.48620048
54039,kanawha,WV,County,180745,18,-81.52827161,38.33643035
01055,etowah,AL,County,103436,17,-86.03476854,34.04518886
18097,marion,IN,County,977203,17,-86.13826325,39.78163624
18167,vigo,IN,County,106153,17,-87.38969715,39.43073114
27025,chisago,MN,County,56621,17,-92.90829767,45.5024111
39101,marion,OH,County,65359,17,-83.1598587,40.58744702
42081,lycoming,PA,County,114188,17,-77.06520269,41.34394419
42101,philadelphia,PA,County,1603797,17,-75.13324284,40.00806441
51161,roanoke,VA,County,96929,17,-80.067514,37.26938285
51191,washington,VA,County,53935,17,-81.95959909,36.72455999
51710,norfolk city,VA,County,238005,17,-76.25967731,36.89479704
16005,bannock,ID,County,87018,16,-112.2247491,42.6686619
22005,ascension,LA,County,126500,16,-90.91101939,30.20335229
22071,orleans parish,LA,County,383997,16,-89.92833674,30.06918821
23019,penobscot,ME,County,152199,16,-68.64952115,45.40038149
31055,douglas ,NE,County,584526,16,-96.15494428,41.29533784
39013,belmont,OH,County,66497,16,-80.98861998,40.01576203
42127,wayne,PA,County,51155,16,-75.30318879,41.64851654
51015,augusta,VA,County,77487,16,-79.13408568,38.16483645
51121,montgomery,VA,County,99721,16,-80.38642559,37.17483569
54003,berkeley,WV,County,122076,16,-78.0274399,39.46408048
01083,limestone,AL,County,103570,15,-86.98207203,34.81013487
13139,hall,GA,County,203136,15,-83.819838,34.31734176
16083,twin falls,ID,County,90046,15,-114.6681729,42.35608428
22001,acadia parish,LA,County,57576,15,-92.41163568,30.29064732
22079,rapides parish,LA,County,130023,15,-92.53365886,31.19810087
24035,queen anne's,MD,County,49874,15,-76.0237387,39.06631908
27169,winona,MN,County,49671,15,-91.77934467,43.98683746
28049,hinds,MS,County,227742,15,-90.44251629,32.26628404
32007,elko,NV,County,53702,15,-115.3578839,41.14601583
33001,belknap,NH,County,63705,15,-71.4226598,43.51832231
33009,grafton,NH,County,91118,15,-71.82064764,43.94073661
48473,waller,TX,County,56794,15,-95.98754906,30.01059467
48479,webb,TX,County,267114,15,-99.33173804,27.76103224
51019,bedford,VA,County,79462,15,-79.52391814,37.31502696
51061,fauquier,VA,County,72972,15,-77.80950815,38.7387071
53007,chelan,WA,County,79074,15,-120.6188281,47.86921949
12113,santa rosa,FL,County,188000,14,-87.02194752,30.70016907
18005,bartholomew,IN,County,82208,14,-85.89789136,39.20574386
18163,vanderburgh ,IN,County,180136,14,-87.58559945,38.02551429
22113,vermilion parish,NA,County,57359,14,-92.32457583,29.84621938
27027,clay,MN,County,65318,14,-96.49066248,46.89214202
27035,crow wing,MN,County,66123,14,-94.07070376,46.48265818
30063,missoula,MT,County,117922,14,-113.9237814,47.03651185
39129,pickaway,OH,County,58539,14,-83.02450193,39.64185964
39141,ross,OH,County,77093,14,-83.0569591,39.33753008
39157,tuscarawas,OH,County,93263,14,-81.47450488,40.44131431
48367,parker,TX,County,148222,14,-97.80496943,32.77760907
51089,henry,VA,County,50948,14,-79.87418576,36.68267428
54037,jefferson,WV,County,57701,14,-77.86242458,39.30849565
54061,monongalia,WV,County,105822,14,-80.04558938,39.63024065
05145,white,AR,County,76822,13,-91.74548804,35.25612459
08059,"jefferson, colorado",CO,County,582910,13,-105.2504738,39.58646067
13095,dougherty,GA,County,85790,13,-84.21604918,31.53329476
13247,rockdale,GA,County,93570,13,-84.02657025,33.65414105
18167,vigo ,IN,County,106153,13,-87.38969715,39.43073114
21037,campbell,KY,County,93076,13,-84.3791722,38.94658952
22005,ascension parish,LA,County,126500,13,-90.91101939,30.20335229
24510,baltimore city,MD,County,585708,13,-76.61440436,39.30522045
27131,rice,MN,County,67097,13,-93.2965986,44.35432778
28067,jones,MS,County,67246,13,-89.168969,31.62257767
29037,cass,MO,County,107824,13,-94.35504883,38.64793026
33017,strafford,NH,County,130889,13,-71.02927319,43.29717653
